topic_id,topic,T/F,speecher,id,reference
7,"신종 코로나바이러스, 눈을 바라만 봐도 감염된다",False,온라인 커뮤니티 이용자,2020,출처: 온라인 커뮤니티
7,"신종 코로나바이러스, 몸이 닿기만 해도 감염된다.",False,중국 인민일보,2015,출처: 중국 인민일보 공식 트위터
7,"""정부가 2022년부터 은근슬쩍 반려동물 보유세를 적용하려 한다.""",False,인터넷 뉴스 댓글 이용자,2006,출처: '반려동물 보유세' 관련기사 댓글
7,"""금강산 컨테이너 철거 비용이 7000억 원이다""",False,"민경욱 의원, 다수 언론, 보수 성향 유튜버",1953,출처: 민경욱 의원 페이스북
7,무선 이어폰 오래 쓰면 암 걸린다?,False,SNS 이용자,1987,출처: 네이버카페글
7,국회 경계 100m 이내 시위 된다,False,온라인 커뮤니티,1965,
7,막말 파문 '보니하니' 제재 못한다?,True,청와대 국민청원,1960,"출처: 청와대 국민청원 '공영 교육채널 EBS ****에서 일어난 청소년 방송인을 향한 언어폭력, 신체 폭력에 대한 진상규명을 요구합니다.'"
7,"“일본, 후쿠시마 방사능 언급한 기자 처벌한다”",False,인터넷 커뮤니티 이용자,1946,출처: 딴지일보 자유게시판
7,"""한·중·일 공동 미세먼지 연구 결과는 과학적 의미가 없다""",False,인터넷 뉴스 댓글 이용자,1943,출처: 한·중·일 공동 미세먼지 연구 관련 기사 댓글
7,“이자스민 전 의원은 필리핀에 다 퍼준다”,False,온라인 뉴스 댓글 이용자,1925,출처: 온라인 뉴스 댓글
7,"""정부가 거짓 정보로 국내 전자담배 사용을 막고 있다""",False,청와대 국민청원,1919,출처: 청와대 국민청원
7,美대사관 리셉션에서 화웨이 쓰지 말라고 압박 했었다?,False,언론 보도,1912,출처: 언론 보도
7,"프로듀스 문자 투표 값 100원, 10만원으로 배상받을 수 있다",False,언론 보도,1910,출처: 11월 6일 로톡뉴스 보도
7,“도서정가제 탓에 웹툰·웹소설 무료보기 사라진다”,False,인터넷 커뮤니티 이용자,1905,출처: FM 코리아
7,이해찬 사퇴하면 총선 포기?,False,이해찬,1899,출처: 더불어민주당 이해찬 대표 기자간담회
7,"서울시 청년수당, 정책 효과 입증 됐다?",False,서울특별시,1894,
7,"""모든 민주주의 국가에서 사람들은 그들 수준에 맞는 정부를 갖는다""는 알렉시스 드 토크빌의 말?",False,언론 보도 및 다수 커뮤니티,1896,출처: 중앙선관위 유튜브
7,비 오는 날 야외서 전기차 충전 해도 된다?,False,네이버 카페 이용자,1889,출처: 네이버 '전기차동호회' 카페
7,목전지 섞어 판 '명륜진사갈비'…광고·간판도 문제 있다?,False,온라인 뉴스 댓글 이용자,1877,출처: 온라인 기사 댓글
7,"일본 마스카라에서 방사능 검출, 근거 있다?",False,심기준,1876,
7,"""영장 논란 판사, 국감 증인으로 출석해야 한다""",False,김도읍,1871,
7,"""생중계, 관중, 취재진 없이 경기 운영한 북한을 월드컵에서 제외하자""",False,온라인 이용자,1870,출처: 온라인 커뮤니티 이용자 및 관련 보도 다수 댓글 등
7,"""전태일은 착취당하지 않았다""",False,류석춘,1868,출처: <월간조선> [2019년 10월호] 기고문
7,"""내년부터 DNA 채취 못한다""",False,인터넷 뉴스 댓글 이용자,1856,출처: DNA법 관련 기사 댓글
7,"""장사상륙작전은 1997년에 처음 알려졌다""",False,언론 보도,1853,출처: 한국경제 <인천상륙작전에 가려진 '장사리 전투'를 아시나요> 기사
7,"“조국 퇴진 시국선언 교수, 최순실 국정농단 때보다 많다”",False,언론 보도,1846,출처: 조선일보
7,"""위안부는 민간 차원에서 이뤄진 자발적 매춘이다""",False,류석춘,1847,
7,"환자 착각하여 낙태한 의사, 면허 박탈 가능하다?",False,온라인 커뮤니티 이용자,1845,출처:  관련 기사 댓글
7,"""IRB승인 나경원 아들은 필수였고 조국 딸은 아니었다""",False,페이스북 이용자,1842,출처: 페이스북 게시글
7,목재 껍질 벗기면 세슘에서 안전하다,False,일본 임야청,1841,
7,"후쿠시마 목재 방사선량, 100% 신뢰할 수 있다?",False,후쿠시마현,1840,
7,"후쿠시마 방사능 데이터, 오염 상태를 정확히 보여준다?",False,후쿠시마현,1839,출처: 후쿠시마현의 방사능 데이터
7,"도쿄의 '방사능 핫플레이스', 엑스레이 100만번 찍는 양이다?",False,언론 보도,1838,
7,'0.23μ㏜/h'는 방사능 안전 기준치이다,False,언론 보도,1837,
7,'종로는 차량 통행량이 많아 미세 먼지 농도가 타 지역에 비해 훨씬 심각하다',False,발언인 없음,1830,출처: 연합뉴스 미세먼지 관련 보도
7,"""거짓말은 한국의 문화""",False,반일 종족주의,1815,
7,“딸 장학금 반납 안돼”,False,조국,1809,"출처: 조국 ""서울대 동창회 장학금 신청·연락안해…딸 반납 시도"""
7,"""다른 지역 출신 상산고 졸업생들이 전북권 의학계열 대학의 지역인재전형을 차지하기 때문에 지역인재는 소외당해""",False,김승환,1729,출처: 한겨레 상산고 자사고폐지-일반고 전환 전북도민 대책위  발언
7,"""미국 정품 미프진을 직구할 수 있다""",False,트위터 이용자,1684,
7,"""일제가 의도적으로 조선 토종개를 말살했다""",False,언론 보도,1602,"출처: 일제, 우리 토종개 150만 마리 도살"
7,서울의 '비밀정원' <성락원>의 역사는 사실일까?,False,언론 보도,1584,출처: 서울시 보도자료 <서울에 남아있는 유일 한국 전통정원 '성락원' 시민 개방>
7,"""애국가 나와도 '멀뚱멀뚱'…文 국기에 대하여 무례!""",False,언론 보도,1565,출처: 4월 24일 뉴데일리 보도
7,"""인터넷 카페의 ‘강원 산불’ 모금은 불법""",False,온라인 커뮤니티 이용자,1504,출처: FMKOREA 커뮤니티
7,"""강원도 산불 때 '김정숙 꽃놀이, 문재인 술자리'""",False,페이스북 및 유튜브 이용자,1500,출처: 유튜브 <안정권의 썰방>
7,"""샴푸에 함유된 계면활성제는 치명적""",False,네이버 블로그 이용자,1491,출처: 네이버 블로그
7,속초 화재 위성사진,False,트위터 이용자,1480,출처: 4월 4일자 트위터 게시물
7,"""탤런트 이정길이 판사 박정길을 비판하는 편지를 썼다""",False,온라인 카페 및 페이스북 이용자,1478,출처: 온라인 박사모 카페
7,"""디지털 도어록, 불로 지지면 열린다""",False,페이스북 이용자,1464,출처: 페이스북 그룹
7,'인도 독립운동이 3.1운동에서 영감을 얻었다',False,한국사 교과서,1378,"출처: 文대통령, 인도 모디 총리와 간디 기념관 방문"
7,"5·18 유공자, '참전 용사'보다 혜택 많다?",False,온라인 커뮤니티,1352,출처: 뉴스타운TV
7,"""반려동물 사료에 들어가는 산화방지제 BHA는 암발생 가능성을 높인다""",False,인터넷 루머,1282,출처: “암 유발한다고!?” 반려견에게 ‘로얄캐닌’ 사료 먹인다면 꼭 알아야 할 진실
7,"""숙취해소제는 숙취를 해소한다""?",False,인터넷 루머,1241,
7,“수상태양광발전소는 중금속 범벅이다”,False,언론 보도,1226,"출처: ""새만금, 맹독성 호수로 전락할 것"""
7,"서울대입구역 3번 출구 에스컬레이터 느린 이유, 사고 때문?",False,인터넷 루머,1172,
7,"한국 남성, 2명 중 1명은 성매매 경험?",False,한국여성정책연구원,1171,
7,토인비가 말한 '메기 효과'는 검증된 사실?,False,언론 보도,1156,출처보기>
7,미세먼지 10년 전보다 악화?,False,발언인 없음,1135,
7,국민연금공단 정문에서는 인터넷이 터지지 않는다,False,언론 보도,1093,출처: [기자수첩] 국민연금 정문에서 인터넷이 먹통됐던 기억
7,전화만 받아도 125만원 과금되는 신종사기,False,인터넷 루머,1042,
7,‘대동강 수산물 식당’은 평양시민들이 쉽게 찾는 곳이다.,False,발언인 없음,1041,"출처: 문 대통령, 평양시민 만난다는 '대동강 수산물 식당'은 어디?"
7,'기금운용본부장(CIO) 인선난'은 국민연금공단 기금운용본부의 전북 이전 때문이다,False,언론 보도,1031,출처: Want to Oversee the World’s Third-Largest Pension Fund? There’s Just One Catch
7,외국인이 많아져 결핵 환자가 늘었다?,False,인터넷 루머,1008,
7,북한에서 국민연금 200조원 요구했다.,False,인터넷 루머,1003,출처: 남-북한 국민연금 통합??
7,"""청와대나 대통령은 해외 자원개발 사업에 직접적인 관여를 하지 않았다""",False,이명박,956,
7,"""이라크 쿠르드 유전개발 사업은 유망성이 높은 사업이다""",False,한국석유공사,957,
7,"""갤럭시 노트9, 미국서 예약하면 반값""",False,언론 보도,953,출처: 미국서 예약하면 '반값'…갤럭시 노트9 국내 고객은 '봉'
7,"""제주 삼나무는 일본에서 온 것으로 제주 자연 생태계를 훼손하고 꽃가루 알레르기의 원인이다""",True,인터넷 루머,950,출처보기>
7,"""인간은 뇌의 일부만 사용한다""",False,인터넷 루머,949,출처보기>
7,일본은 전기가 싸서 마음껏 쓴다?,False,발언인 없음,936,
7,천주교 ‘식복사’는 노동착취?,False,인터넷 루머,930,
7,"""치약 삼키는 유아도 불소치약 써야 충치 예방?""",True,인터넷 루머,911,
7,러일전쟁 당시 크로체스 오엔스키 중장의 '쓰시마해전 참전 기록'에 따르면 '돈스코이호'에 금괴가 실렸다.,False,신일그룹,878,출처보기>
7,아침 공복에 마시는 온수 4~6잔이 ‘기적의 치료법’?,False,인터넷 루머,875,
7,욱일기를 사용하는 응원은 피파 규정 위반?,False,발언인 없음,842,
7,"""팀추월 당시 노선영이 마지막 주자 원했다""",False,백철기,767,출처: 백철기 감독 “노선영이 마지막 자처” vs 노선영 “그런 말 한 적 없다”
7,"""전주시가 '봉침목사'로 알려진 이모 씨가 센터장으로 있던 장애인주간보호시설에 특혜를 제공했다""",False,"공지영, 이현웅",715,"출처: 공지영, '봉침 사건' 관련 전주시 명예훼손 사과"
7,'법의 날' 훈장은 변호사협회 몫이다?,False,대한변호사협회,711,
7,'단일팀 장비 반납' 문제로 폐회식 공동입장 무산?,False,언론 보도,550,
7,김아랑 선수 헬멧의 세월호 추모 리본은 IOC 헌장 위반,False,인터넷 루머,524,"출처: 김아랑 '노란리본' 비난한 김세의 기자, 이건 어떤가"
7,북한 응원단이 사용한 가면은 '김일성 가면',False,하태경,523,출처: “‘김일성 가면’에 구멍 뚫은건 김여정 지시”라는 하태경
7,편의점에서 로또 살 수 없다?,False,관련인 없음,512,"출처: [편의점 로또 퇴출 위기 ②] 편의점 로또족, 어디로 가야 하나"
7,"독도를 뺀 한반도기 사용이 국제올림픽 위원회(IOC) 정신 존중이고 전례에 따른 것이라는 설명, 사실인가?",False,평창동계올림픽조직위원회,510,
7,"아이스하키 단일팀 유니폼, 인공기 본떴다?",False,관련인 없음,506,
7,수소전기차 충돌하면 폭발할까?,False,관련인 없음,504,
7,"""베트남 대표팀 눈물 뺀 박항서 감독""...언론 보도",False,관련인 없음,491,
7,"""문재인이 비트코인 200톤을 숨기고 있다""",False,관련인 없음,479,출처보기>
7,노선영 출전 무산이 '국제빙상연맹' 탓인가?,False,대한빙상경기연맹,468,
7,"""女 아이스하키팀, 국제협회에 200억 원 주고 출전권 얻었다""는 주장 사실인가?",False,관련인 없음,459,
7,'한반도기' 합의...평창에서 태극기 사라진다?,False,관련인 없음,456,
7,"""위상수학으로 고려시대 평양지도 분석한 결과, 당시 평양은 한반도가 아니라 중국 랴오양시에 위치""",False,"최규흥, 정택선",452,출처: 한겨레
7,“서해 군 통신선 복원” 북한의 주장 사실인가?,False,리선권,439,"출처: 서해 통신선 문제로 얼굴붉힌 남북…軍, 복원 사실 몰랐나"
7,"""참치캔 기름은 건강에 해롭다""",False,관련인 없음,434,
7,궐련형 전자담배 중 추운 곳에서 작동 안 하는 기기가 있다?,True,관련인 없음,423,
7,"해병대, 육·해·공군 보다 구타·가혹행위 심하다?",True,김중로,414,"출처: 해병대, 구타·가혹행위 심각…타군 대비 벌금·징계 압도적"
7,"""박근혜 단식으로 목숨이 경각에 달려있다""",False,박근혜,344,출처: 현재 박사모들 사이에서 돌아다니는 카톡.TXT | 정치유머 게시판 | 루리웹 모바일
7,"""심장마비 왔을 때 강하게 기침하면 막을 수 있다""",False,관련인 없음,332,출처: 혼자 있을 때 심장마비가 온다면 어떻게? 1인 심폐소생술 화제
7,정신과 진료기록이 취업·보험가입에 악영향?,False,관련인 없음,322,출처: [이영웅] 정신과 진료 낙인에 애태우는 취준생들
7,“미국이 선전포고를 한 이상 앞으로는 미국 전략 폭격기들이 설사 우리 영공선을 넘어서지 않는다고 해도 임의의 시각에 쏘아 떨굴 ...,False,리용호 북한 외무상,265,출처: [팩트인뉴스] 평시엔 명백한 국제법 위반… 무력공격 임박 땐 발동 가능
7,"이번에 살충제 성분이 문제가 된 산란계는 도축업체에서 잡은 경우 이미 농약 검사를 마쳤고, 대부분 수출용이라는 주장은 사실일까?",False,산란계,228,
7,"""아이스크림, 너무 더우면 되레 안 팔린다"", 사실일까?",False,관련인 없음,222,
7,각 스포츠 종목별 선수들이 ‘사용하는 근육’이 다른 탓에 종목 전향을 하면 불리하다는 속설은 사실일까?,True,관련인 없음,194,
