topic_id,topic,T/F,speecher,id,reference
4,정부가 마스크 공장 물량 다 가져가서 판매할 물량이 없다?,False,온라인 커뮤니티 이용자,2040,출처: 온라인 커뮤니티 이용자 및 관련 보도 다수 댓글 등
4,"중국산 김치, 식재료로 신종 코로나 감염 위험 있다?",False,온라인 커뮤니티 이용자,2039,출처: 인터넷 카페
4,우한에서 신종 코로나 감염자가 집단으로 기절했다?,False,SNS 이용자,2037,
4,중국인 유학생들은 2주간 등교를 하지 말아라?,False,제보자,2032,
4,머리카락이 신종 코로나 바이러스를 옮긴다?,False,온라인 커뮤니티 이용자,2030,
4,발열 증세가 있는 중국동포가 진료를 기다리다가 도망을 갔다?,False,당진시의사회,2031,
4,양파로 신종 코로나 바이러스를 예방한다?,False,육군의 한 부대,2028,
4,일주일 뒤 국내 마스크 생산이 중단된다?,False,언론 보도,2029,"출처: 충청투데이, ""[단독] 우한 폐렴 여파 국내 마스크 생산 중단 초읽기"""
4,신종 코로나로 인해 모든 군 장병 휴가 제한?,False,온라인 커뮤니티 이용자,2024,
4,"중국 당국이 공문을 통해 ""마늘이 예방책""이라고 권고했다?",False,유튜버 및 온라인 커뮤니티 이용자,2022,
4,"신종 코로나바이러스, 눈을 바라만 봐도 감염된다",False,온라인 커뮤니티 이용자,2020,출처: 온라인 커뮤니티
4,울산·창원에서 확진자가 나왔는데 보도가 안되고 있다?,False,온라인 카페 및 페이스북 이용자,2023,
4,"신종 코로나바이러스, 몸이 닿기만 해도 감염된다.",False,중국 인민일보,2015,출처: 중국 인민일보 공식 트위터
4,"'갑자기 고꾸라지는 감염자' 영상, 사실이다?",False,SNS 이용자,2013,
4,"""동대구역에서 신종 코로나 감염 환자가 방역복을 입은 사람들을 피해 도주 중이다""",False,페이스북 이용자,2018,출처: 페이스북 페이지 '대구는 지금' 게시글
4,"""평택 수건 가게에서 방역복을 입은 사람들이 환자를 부축했다""",False,온라인 커뮤니티 이용자,2017,출처: 온라인 커뮤니티
4,"신종 코로나 바이러스, 폐렴 구균 백신과 김치로 예방된다?",False,SNS 이용자,2011,
4,"우한 교민 전세기로 귀국, 전염 위험 늘린다?",False,온라인 이용자,2010,출처: '우한 전세기 투입' 뉴스 댓글
4,"신종 코로나, 택배로도 전염된다?",False,온라인 이용자,2009,출처: 네이버 지식인
4,"""정부가 2022년부터 은근슬쩍 반려동물 보유세를 적용하려 한다.""",False,인터넷 뉴스 댓글 이용자,2006,출처: '반려동물 보유세' 관련기사 댓글
4,"""통계청에 의하면, 한국 20대 평균 연애횟수는 5회""?",False,인터넷 커뮤니티 이용자,2004,출처: 루리웹
4,"""산재 사고 사망자 수 감소한 이유는 불경기로 노동자 수 감소했기 때문이다""",False,인터넷 뉴스 댓글 이용자,1996,출처: 산재 사고 사망자 수 감소 관련 기사 댓글
4,"""고등학생에게 선거권을 주는 나라는 전 세계에서 우리밖에 없다.""",False,인터넷 뉴스 댓글 이용자,1995,출처: 만18세 선거권 관련기사 댓글
4,"""만 20세 되면 3천만원 지급 공약, 집단적 선거유도 매수죄로 공직선거법 위반""",False,민경욱,1990,출처: 페이스북
4,"""비례○○당 불허는 그때는 맞고, 지금은 틀렸다는 '내로남불' 해석이다""",False,박완수,1989,출처: 2020년 1월 14일 국회 원내대책회의
4,“검찰총장이 제 명을 거역한 것”?,False,추미애,1988,출처: 다수 언론의 문제제기
4,"""만 18세가 되면 혼인이 가능하고 국방의 의무도 진다.""",True,박주민,1986,출처: 박주민 의원 과거 보도자료
4,'한국 운세시장 규모 4조원',False,언론 보도,1982,출처: <‘미신 아니에요’ SBS 개그맨도 뛰어든 4조 유망 시장> - jobsN 2019.11.24
4,에어프라이어가 발암물질 유발한다,False,온라인 커뮤니티 이용자,1974,
4,"""한국은 세계 최악의 산재국가""",True,"윤소하, 인터넷 댓글 이용자",1973,출처: 정의당 상무위원회 모두발언 보도자료
4,"""'민식이법'은 스쿨존에서 난 사고를 무조건 가중처벌하는 악법이다""",False,인터넷 커뮤니티 이용자,1945,출처: 인터넷 커뮤니티 '보배드림'
4,"“(수정안 24조 2항은) 사개특위, 법사위에서 공식적으로 논의조차 되지 않았던 사항이 4+1 협의 과정에서 갑자기 포함된 것”",True,대검찰청,1971,
4,"""주택보유자 증가 둔화는 다주택자가 늘었기 때문""?",False,박광온,1969,출처: 더불어민주당 최고위원회 발언
4,"""법무부의 검찰 조기 인사는 위법하다""",False,언론 보도,1964,출처: 다수 언론 보도
4,"'곰탕집 성추행', 피해자의 일관된 진술만으로 유죄가 됐다?",False,온라인 커뮤니티 이용자,1963,출처: 보배드림 자유게시판
4,막말 파문 '보니하니' 제재 못한다?,True,청와대 국민청원,1960,"출처: 청와대 국민청원 '공영 교육채널 EBS ****에서 일어난 청소년 방송인을 향한 언어폭력, 신체 폭력에 대한 진상규명을 요구합니다.'"
4,영화 '블랙머니' 속 론스타 수사…대검 중수부가 사건 덮었다?,False,발언인 없음,1958,출처: 영화 '블랙머니' 내용
4,"""한국당 총사퇴하면 국회 해산되고 조기총선으로 이어진다""",False,유튜브 이용자,1949,출처: 보수유튜버 '신의한수' 영상 댓글
4,“한국이 분담금 1년에 5억 달러 더 내기로 했다”,False,트럼프,1947,출처: 연합뉴스
4,‘청소년 에이즈 감염 원인은 동성애?’,False,이동섭,1944,출처: 국회 운영위원회 전체회의 발언 (이동섭 바른미래당 의원)
4,"""유니클로가 발열 내의를 나눠주니까 한국의 불매 운동이 중단됐다""",False,일본 트위터 이용자,1941,
4,"""한·중·일 공동 미세먼지 연구 결과는 과학적 의미가 없다""",False,인터넷 뉴스 댓글 이용자,1943,출처: 한·중·일 공동 미세먼지 연구 관련 기사 댓글
4,법원이 테러조직 조직원을 난민으로 인정했다?,False,온라인 커뮤니티 이용자,1939,출처: 온라인 커뮤니티
4,“북한의 해안포 사격훈련은 ‘9·19 군사합의'를 위반한 것”,True,국방부,1938,출처: 국방부 11월 25일 월요일 일일 브리핑
4,"""진술 거부는 정당한 사법작용을 무시하는 것이다""",False,손학규,1935,출처: 2019년 11월 15일 국회 최고위원회의서 발언
4,"""철도노조 파업 군 투입은 법적 근거 없다""",True,이정미,1934,"출처: 이정미 의원 11월 12일 보도자료 내용, 11월 13일 국회 정론관 기자회견 발언"
4,"'16명 살해' 북한 선원들, 한국에서 처벌 가능하다",False,김재원,1936,
4,"""페스트는 공기로도 전염된다""",False,인터넷 뉴스 댓글 이용자,1931,출처: 페스트 관련 기사 댓글
4,"""철도노조 요구대로 하면 주 31시간 근무로 줄어든다""",False,김경욱,1929,출처: 다수 언론 보도
4,“독일서 가짜뉴스 보도하면 벌금 6백억원”,False,SNS 이용자,1928,출처: 트위터 댓글
4,“이자스민 전 의원은 필리핀에 다 퍼준다”,False,온라인 뉴스 댓글 이용자,1925,출처: 온라인 뉴스 댓글
4,"""정부가 거짓 정보로 국내 전자담배 사용을 막고 있다""",False,청와대 국민청원,1919,출처: 청와대 국민청원
4,'실시간광고판'된 급상승 검색어...포털이 광고비를 받는다?,False,인터넷 커뮤니티 이용자,1915,출처: 네이버 지식iN 이용자
4,"""'성노예'라는 표현은 사실(事實)에 반(反)하므로 사용해서는 안 된다""",False,일본 외무성,1913,
4,"""김재원 택시비 10만원 지불은 공직선거법 위반?""",False,인터넷 커뮤니티 이용자,1911,출처: 딴지일보 자유게시판
4,"""연동형 비례대표제는 위헌이다""",False,나경원,1909,출처: 2019년 3월 25일 국회 기자간담회
4,"""비례대표제 폐지는 위헌이다""",True,이인영,1908,출처: 2019년 11월 4일 국회 최고위원회
4,여론조사 도중 특정 지지층라고 하면 끊는다?,False,언론 보도 및 온라인 커뮤니티 이용자,1907,출처: 11월 5일자 중앙일보 보도
4,"""감 따는건 공관병의 고유 업무다""",False,박찬주,1903,출처: 11월 4일 기자회견
4,"""tbs도 언론기관이다""",True,박원순,1904,출처: BBS 라디오 <이상휘의 아침저널> 인터뷰
4,민간인의 '군복 차림' 집회 단속 대상이다?,True,언론 보도 및 다수 커뮤니티,1897,출처: 언론보도
4,"사랑의교회, 예배당 원상회복 불가능하다?",False,사랑의 교회,1898,출처: 사랑의 교회 홈페이지
4,"""19대 대선은 부정선거였다""",False,조원진,1891,출처: 2019년 10월 24일 행안위 종합국감 영상
4,조국 전 법무부 장관의 정경심 교수 접견은 불법이다,False,온라인 뉴스 댓글 이용자,1890,출처: 온라인 뉴스
4,"""공수처 설립은 여러 면에서 위헌이다""",False,주호영,1886,출처: 10월 23일 자유한국당 원내대표-중진의원 회의
4,"'대마 성분' 액상 전자담배, 국내 수입 가능하다?",False,발언인 없음,1888,
4,"공수처 같은 기관은 전 세계에 중국, 북한에만 있다?",False,홍준표,1884,출처: 홍준표 전 한국당 대표 페이스북
4,"공수처 수사 대상에서 대통령, 국회의원이 빠져 무용지물 법이 됐다?",False,인터넷 뉴스 댓글 이용자,1883,출처: 공수처 관련 기사 댓글
4,대통령이 공수처장·검사를 마음대로 임명할 수 있다?,False,인터넷 뉴스 댓글 이용자,1882,출처: 공수처 관련 기사 댓글
4,"정경심 얼굴 모자이크 처리, 특혜다?",False,인터넷 뉴스 댓글 이용자,1881,출처: 연합뉴스 기사 댓글
4,목전지 섞어 판 '명륜진사갈비'…광고·간판도 문제 있다?,False,온라인 뉴스 댓글 이용자,1877,출처: 온라인 기사 댓글
4,"일본 마스카라에서 방사능 검출, 근거 있다?",False,심기준,1876,
4,"성범죄 전과자의 오토바이 배달, 막을 수 있다?",False,청와대 국민청원,1875,출처: 청와대 국민청원
4,"""생중계, 관중, 취재진 없이 경기 운영한 북한을 월드컵에서 제외하자""",False,온라인 이용자,1870,출처: 온라인 커뮤니티 이용자 및 관련 보도 다수 댓글 등
4,"""지난 3년간 영장 심사 불출석 100% 영장 발부""",False,변희재,1869,출처: '변희재의 진실투쟁' 카페 등
4,"""전태일은 착취당하지 않았다""",False,류석춘,1868,출처: <월간조선> [2019년 10월호] 기고문
4,"""화상벌레, 동남아에서 유입된 외래종이다""",False,언론 보도,1864,출처: 언론 보도
4,이춘재가 꿈꾼 '가석방'은 가능했다?,False,언론 보도,1863,출처: 언론 보도
4,우리나라 정부 지출은 매년 '슈퍼 예산'?,False,언론 보도,1862,
4,“특정 세력이 매크로(기계적 개입)를 사용했거나 네이버가 실검 순위를 직접 수정했다.”,False,김성태 (비례대표),1861,출처: 과기정통부 국감에서 김성태 의원 발언
4,"피의사실공표죄, 한국에만 있다?",False,인터넷 뉴스 댓글 이용자,1857,출처: 피의사실공표죄 관련 기사 댓글
4,"""내년부터 DNA 채취 못한다""",False,인터넷 뉴스 댓글 이용자,1856,출처: DNA법 관련 기사 댓글
4,日 원전 오염수 바다 방류 안전하다?,False,일본 정부·도쿄전력,1855,"출처: ""인체에 해가 없다""는 일본 정부와 도쿄전력 주장 보도"
4,9월 28일 서초동 촛불집회에 200만 명이 모였다.,False,더불어민주당,1850,출처: 더불어민주당 브리핑
4,“한반도 남쪽도 지옥문이 열렸다. 지금의 방역 방식으론 돼지는 절멸의 상태로 들어갈 것이 거의 확실해 보인다”,False,문정훈,1848,출처: 문정훈 서울대 농경제사회학부 교수 SNS 게시글 인용된 기사
4,"""많은 사례를 보면 임원에 여성이 함께하는 경우 영업실적이 더 좋아진다는 결과가 나와 있습니다""",True,이낙연,1849,출처: 제41회 국무회의(19.08.24)
4,"""조국 법무부장관 수사에 검사 250명이 투입됐다""",False,온라인 커뮤니티 이용자,1844,출처: 온라인 커뮤니티
4,"“조국 퇴진 시국선언 교수, 최순실 국정농단 때보다 많다”",False,언론 보도,1846,출처: 조선일보
4,"""위안부는 민간 차원에서 이뤄진 자발적 매춘이다""",False,류석춘,1847,
4,"환자 착각하여 낙태한 의사, 면허 박탈 가능하다?",False,온라인 커뮤니티 이용자,1845,출처:  관련 기사 댓글
4,목재 껍질 벗기면 세슘에서 안전하다,False,일본 임야청,1841,
4,"후쿠시마 목재 방사선량, 100% 신뢰할 수 있다?",False,후쿠시마현,1840,
4,"후쿠시마 방사능 데이터, 오염 상태를 정확히 보여준다?",False,후쿠시마현,1839,출처: 후쿠시마현의 방사능 데이터
4,"도쿄의 '방사능 핫플레이스', 엑스레이 100만번 찍는 양이다?",False,언론 보도,1838,
4,'0.23μ㏜/h'는 방사능 안전 기준치이다,False,언론 보도,1837,
4,"""톨게이트 수납원의 정규직 전환이 청년 일자리를 뺏는다""",False,인터넷 뉴스 댓글 이용자,1832,출처: 톨게이트 수납원 관련 기사 댓글
4,"""욱일기가 정치적 의미에서 결코 선전(물)이 되지 않는다고 생각한다""",False,하시모토 세이코 일본 올림픽상,1833,출처: 9월 12일 신임 장관 취임식
4,'종로는 차량 통행량이 많아 미세 먼지 농도가 타 지역에 비해 훨씬 심각하다',False,발언인 없음,1830,출처: 연합뉴스 미세먼지 관련 보도
4,"""서울대생 79%가 장학금을 수령한다""",False,송기헌,1829,출처: 9월 6일 법무부 장관 후보자 청문회
4,"""서울대 대학원생의 89.5%가 장학금을 받고 있다.""",False,송기헌,1823,출처: 9월 6일 법무부 장관 후보자 청문회
4,"“조국 딸, 영어 독해ㆍ작문 6~7등급 ... 영어 잘해서 제1저자 된 거 아냐”",False,주광덕,1820,"출처: 주광덕 “조국 딸, 영어 독해ㆍ작문 6~7등급... 영어 잘해서 제1저자 된 거 아냐”"
4,“사모펀드 자체를 몰랐다.”,False,조국,1817,
4,"""거짓말은 한국의 문화""",False,반일 종족주의,1815,
4,"""추석 기간 여행 예약률 일본이 2위다""",False,"다수 언론 매체, 온라인 커뮤니티",1814,출처: 8월 22일 중앙일보 보도
4,"""이명박 정부 시절 '학부모 인턴십' 권장했다""",True,조국,1816,출처: 9월 2일 국회 기자간담회
4,“딸 장학금 반납 안돼”,False,조국,1809,"출처: 조국 ""서울대 동창회 장학금 신청·연락안해…딸 반납 시도"""
4,"""미 이민국 서울사무소 폐쇄가 한미동맹 균열 가져온다.""",False,유튜버 및 온라인 커뮤니티 이용자,1807,출처: 2019.08.13 유튜브 영상
4,"""'광주일고 정권' 단어, 일베에만 있다""",False,김성회,1805,출처: 본인 SNS
4,“문재인 정부 부울경 차별... 광주일고 정권”,False,나경원,1804,출처: 자유한국당 홈페이지
4,품질유지기한 지난 맥주 판매는 불법이다.,False,네이버 지식인 이용자,1801,출처: 네이버 지식iN 이용자 질문
4,"""한국에 경찰도 못들어가는 무슬림 1만명 집단촌 있다""",False,전광훈,1799,출처: 전광훈 목사 설교 유튜브 동영상
4,"① 2분기 가계소득 상당히 개선됐다. 
② 고령화 탓에 분배가 나빠졌다.",False,이호승,1797,출처: 2018년 8월 25일 이호승 청와대 경제수석 브리핑
4,후쿠시마에선 방호복 입고 '방사능 벼'를 추수한다.,False,온라인 커뮤니티 이용자,1796,출처: 온라인 커뮤니티
4,"""日 찾은 한국인 관광객 7.6% ↓""... 불매운동 효과 없었다?",False,온라인 커뮤니티 이용자,1793,출처: 커뮤니티
4,"조국 후보자 딸, '부정 논문' 확인되면 고려대 입학 취소 가능성 있다?",True,언론 보도 및 다수 커뮤니티 이용자,1791,"출처: 청와대 국민청원 및 각종 언론보도, 온라인 커뮤니티 등"
4,분양가 상한제 하면 오히려 집값이 오른다,False,언론 보도,1730,출처: 다수 언론의 문제제기
4,"""조국 후보자 딸의 논문은 '에세이'"" ?",False,이재정,1788,출처: 이재정 경기교육감 페이스북
4,“문재인 대통령 길거리 지지율은 30% 이하”?,False,인터넷 뉴스 댓글 이용자,1787,출처: 대통령 지지율 관련 기사 댓글
4,주52시간제 도입 이후 무리한 버스운행은 사라졌다,False,발언인 없음,1777,
4,"""‘샌프란시스코 조약’으로 한국 강제동원 청구권 소멸됐다""",False,언론 보도,1776,출처: 일본 마이니치 신문 보도
4,“박정희 또는 최순실 재산이 300~400조라고 말한 적 없다”,False,안민석,1770,출처: 안민석 의원 페이스북
4,추신수 아들의 한국 국적 포기는 스티브 유(유승준) 병역 기피 사례와 유사하다,False,발언인 없음,1762,
4,대일항쟁기 강제동원 피해자 관련 대법원 판결은 '강제징용 배상' 판결이다,False,언론 보도,1758,출처: 언론 보도
4,영화 '나랏말싸미'처럼 승려 신미가 한글 창제를 주도했다.,False,발언인 없음,1756,출처: 한글문화연대
4,"'연예인·이상형' 얼굴 본뜬 리얼돌, 형사처벌 어렵다",True,발언인 없음,1754,
4,"호날두·유벤투스, 영구입국금지시킬 수 있다",False,청와대 국민청원,1751,출처: 국민청원
4,교육감 주민소환 가능하다,True,발언인 없음,1749,
4,"충주 커피샵 팬티남, 법적 처벌 사항이다",False,발언인 없음,1746,
4,"""유벤투스 버스에 경찰 에스코트가 제공되지 않은 상황에서 차가 막혀 경기 시작이 1시간가량 지연됐다.""",False,안드레아 아넬리 (유벤투스 회장),1745,출처: 안드레아 아넬리 회장이 한국프로축구연맹 앞으로 보낸 서한
4,"""대학교 인근 PC방에서 수강신청하면 서버 연결 속도가 훨씬 빠르다""",False,인터넷 커뮤니티 이용자,1742,출처: 인터넷 커뮤니티 게시물
4,"""북한 인민군이 NLL(북방한계선)을 넘어 한국 땅 함박도에 주둔""",False,보수 유튜버,1735,출처: 보수 유튜버 주장
4,태극기집회 정치발언 일본인 추방한다,True,인터넷 커뮤니티 이용자,1732,출처: 인터넷 커뮤니티 게시판
4,분양가 상한제 하면 아파트 공급이 위축된다,False,언론 보도,1731,
4,"""다른 지역 출신 상산고 졸업생들이 전북권 의학계열 대학의 지역인재전형을 차지하기 때문에 지역인재는 소외당해""",False,김승환,1729,출처: 한겨레 상산고 자사고폐지-일반고 전환 전북도민 대책위  발언
4,"""문재인 정부가 평택을 중국에 넘기려 한다""",False,다음 블로그 이용자,1727,출처: 블로그 게시글
4,"""훈민정음 상주본 금액감정 결과 1조 원이다""",False,배익기,1723,출처: 언론보도
4,"""자사고 평가 기준 막판에 통보했다""",True,하태경,1720,출처: 국회 교육·사회·문화 분야 대정부질문
4,"유승준, 관광비자로 입국가능했다",False,발언인 없음,1717,
4,"""배와 비행기를 통해 모기가 이동한다.""",True,질병관리본부,1710,출처: 2019년 7월 16일 중앙일보 보도
4,"""김명수 대법원이 (강제동원 피해 문제에 대한) 기존의 결론을 뒤집었다.""",False,심재철,1708,출처: 17일 자유한국당 당대표 및 최고위원-중진의원 연석회의
