topic_id,topic,T/F,speecher,id,reference
1,최근 공개된 5.18 기밀 해제 문서에 새롭게 드러난 엄청난 진실을 정부와 언론이 숨긴다.,False,온라인 커뮤니티 및 보수 유튜버,2286,"출처: 가로세로 연구소 유튜브 ""5.18 기밀 문서 해제 관련 영상"""
1,6·25 유공자가 5·18 유공자보다 적은 혜택을 받는다,False,"SNS, 인터넷 커뮤니티",2289,
1,최근 공개된 미국 기밀문서에 5·18은 김대중 추종자와 간첩들이 일으킨 폭동이라고 규정돼있다.,False,온라인 커뮤니티 및 보수 유튜버,2287,출처: 가로세로 연구소 유튜브
1,국회 교섭단체에 상임위원장 배분 안 해도 된다,True,김태년,2276,출처: 김태년 “미래한국당에 상임위원장 배분 안해” 경고
1,법사위가 타 상임위 법안의 게이트키퍼 역할을 한다,True,김태년,2274,출처: tbs라디오 '김어준의 뉴스공장'
1,"청와대 어린이날 영상 주인공, 북한 소년단이다",False,가로세로연구소,2269,출처: “[충격] 청와대 어린이날 영상! 시커먼 북한의 그림자!”
1,"""미국 권위자 미베인 교수가 한국 선거는 조작이라고 했다""",False,유튜브 이용자,2265,출처: 유튜브 '도람뿌' 등
1,"""백악관 청원하면 '국제선관위'가 한국 조사한다?""",False,온라인 커뮤니티 및 보수 유튜버,2260,출처: 보수 유튜버 '한국인과 진실' 백악관 청원 관련 주장
1,"서울·경기·인천 동일한 63 대 36 사전투표 득표율, 투표조작 증거다",False,유튜브 및 온라인 커뮤니티,2246,출처: 가로세로연구소 유튜브
1,"“선관위 서버 5월 1일에 폐기, 선거조작 증거 인멸하는 것이다”",False,"보수 유튜버, 인터넷 이용자 등",2258,"출처: “총선서버 5월1일에 파기설, 누가 제이름으로 이미 투표를 청와대청원”"
1,"""사전투표용지 속 QR코드에 개인정보가 담겨 있다""",False,민경욱,2259,출처: 민경욱 의원 페이스북 게시물
1,관외 사전투표 득표수 일치 속출한 것은 조작 증거다,False,인터넷 커뮤니티 및 SNS,2251,
1,"오거돈에 보궐선거 비용, 구상권 청구 가능하다",False,인터넷 댓글 이용자,2252,
1,"민경욱 ""관외 득표 대 관내 득표의 비율이 이상하다""",False,민경욱,2249,출처: 민경욱 의원 기자회견
1,관내 사전투표에서 투표인수보다 많은 투표수는 조작 증거다.,False,가로세로연구소,2248,출처: 가로세로연구소 유튜브
1,서울 석촌동·방이1동 사전투표함 봉인이 조작됐다.,False,보수 유튜버,2242,출처: 선구자TV 유튜브 채널
1,토지공개념은 사회주의 정책이다,False,인터넷 커뮤니티 및 SNS,2240,
1,채널A 기자가 이철(전 밸류인베스트코리아 대표)에게 '사실이 아니라도 좋다. 당신이 살려면 유시민에게 돈을 줬다고 해라.'고 말했다,False,최강욱,2241,
1,"사전투표용지의 QR코드, 선거법상 문제있다",False,"SNS, 인터넷 커뮤니티, 유튜브, 언론사 자체 제보",2237,"출처: 시대외침 방송 ""사전투표현장을 감시하다"""
1,‘투표함 바꿔치기’ 유튜브 영상 진짜일까?,False,보수 유튜버,2235,출처: 유튜브 선구자방송
1,마스크 안 쓰면 '4·15 총선' 투표 못 한다,False,인터넷 커뮤니티 및 SNS,2223,
1,지역 선관위에서 사전투표 용지를 파쇄한 후 바꿔치기 했다,False,"보수 유튜버, 인터넷 이용자 등",2234,출처: 신의한수 <사전투표용지 파쇄 의혹 일파만파!> (4월 15일자)
1,여당 재적의원 60% 확보로 헌법개정 빼고 뭐든 다 할 수 있다,True,인터넷 커뮤니티 및 SNS,2233,
1,길바닥서 발견된 ‘양천구 투표함 봉인지’…선거조작 정황이다,False,"보수 유튜버, 인터넷 이용자 등",2232,출처: 신의한수
1,"배번 '10' 달고 달리는 안철수, 선거법 위반이다",False,발언인 없음,2208,
1,토론회 방송 전 후보자 발언 보도는 불법적 행위다,False,김대호,2227,출처: 김대호 前 미래통합당 서울 관악갑 후보 페이스북
1,"""현수막 하나에 다른 정당까지 표기, 과거엔 가능했다""",False,발언인 없음,2211,
1,"50cm육박 '역대급' 투표용지, 잘못 접으면 무효된다",False,인터넷 커뮤니티 및 SNS,2226,
1,"자매정당 기호 손가락 표시하며 찍은 사진, SNS에 공개해도 된다",False,인터넷 이용자,2225,
1,투표용지에 기표 잉크가 번지면 무효표다,False,인터넷 이용자,2224,
1,영양교사의 특정후보 지지는 선거법 위반이다,True,시민 제안,2219,
1,민식이법은 스쿨존 사망사고에 대해 무조건 3년 이상의 징역을 내린다,False,이준석,2220,
1,중국 내 유권자만 재외국민 투표에 참여했다,False,인터넷 커뮤니티 및 SNS,2218,
1,"비례정당 선거운동, 이해찬은 되고 황교안은 안 된다.",True,발언인 없음,2213,
1,학생증만 가져가도 투표할 수 있다,True,발언인 없음,2214,
1,"유세장 등장한 판사 남편, 선거법 위반이다",False,인터넷 댓글 이용자,2207,
1,“선거지원금 반납해 투표 참가자에게 마스크 지급” 가능하다,False,안철수,2206,출처: 안철수 페이스북
1,대진연의 피켓시위는 선거법 위반이다,True,오세훈,2182,출처: 오세훈 후보 페이스북
1,"선거문자 발송, 불법 입수한 전화번호로 발송한다",True,발언인 없음,2203,
1,선거에 출마한 후보 뒷담화하면 처벌 받는다,True,발언인 없음,2200,
1,"‘이번 총선은 한일전‧한중전’ 문구 현수막, 써도 된다",False,발언인 없음,2197,
1,일반 유권자들도 지지 후보에 대해 선거운동 할 수 있다,True,발언인 없음,2196,
1,"""1~2월 두 달간 6억에서 7억 개의 마스크가 중국으로 갔다""",True,심재철,2191,출처: 미래통합당 유튜브
1,네이버 검색어 자동완성기능이 정치적으로 편향됐다,False,인터넷 커뮤니티 및 SNS,2189,
1,"총선 무소속 출마자, 영원히 입당 불허할 수 있다",False,발언인 없음,2188,
1,“진단키트 美 FDA 사전 승인” 외교부 보도자료는 사실?,True,인터넷 커뮤니티 및 SNS,2185,
1,국회가 ‘제1호’ 청원을 법안에 반영했다,False,법제사법위원회,2183,출처: 법제사법위원회 보도자료
1,"""여론조사때 지지 정당 밝혔더니 전화 끊어…여론 조작한다""",False,온라인 커뮤니티 이용자 및 뉴스 댓글 이용자,2155,출처: 커뮤니티
1,학교에는 ‘일 안 해도 월급 받는 그룹’이 있다,False,조희연,2145,출처: 조희연 서울시 교육감 페이스북 페이지
1,"""국회의장은 언제나 총선 제1당이 차지했다""",False,"여의도 정가, 각종 언론, 인터넷 커뮤니티",2147,출처: 국회의장 선출 관련한 이인영 더불어민주당 원내대표의 1월15일 tbs라디오 인터뷰 URL
1,"""일본 정부는 일본 내 가구당 40장씩 마스크를 무료 배포한다?""",False,언론 보도 및 온라인 커뮤니티 이용자,2126,출처: 3월 8일 온라인 커뮤니티
1,"""기본소득 실험은 핀란드·스위스에서 실패했다""",False,심재철,2128,출처: 3월 10일 미래통합당 원내대책회의 발언
1,"문재인 대통령이 긴급 행정명령으로 조선족은 1개월만 거주하면 주민증, 선거권 발급?",False,인터넷 커뮤니티 이용자,2125,
1,신천지 이만희와 문재인 대통령이 악수한 과거 사진이 있다?,False,가로세로연구소,2118,출처: 가로세로연구소 유튜브 (33분45초부터)
1,"""대통령 긴급명령권은 중대한 교전상태에서 긴급한 조치가 필요할 때를 요건으로 한다""",True,강민석,2117,출처: 3월3일 청와대 대변인 브리핑 관련 SBS 보도 URL
1,기재부와 제약회사 사장들이 코로나 관련 회의한 결과?,False,온라인 이용자,2112,출처: 각종 온라인 게시판
1,"10초 이상 숨을 참고, 불편함 없으면 코로나19 감염안된것?",False,온라인 이용자,2113,출처: 각종 온라인 게시판
1,서울시가 관할 내 집회를 일시적으로 금지한 것은 월권행위,False,SNS와 커뮤니티 이용자,2093,출처: 온라인 커뮤니티 MLBPARK 게시글
1,“분식집에서 라면 국물만 달라고 해서 도시락과 먹고는 했다. 라면이 300원이면 라면 국물은 50원 정도 했다”,True,황교안,2092,출처: 한국일보 <“돈 없어 국물만”... 황교안이 쏘아 올린 ‘라면 국물’ 논란?> 기사
1,"""일상생활에서 ‘N95 마스크’가 코로나19 예방에 더 유리하다""",False,SNS와 커뮤니티 이용자,2086,
1,"""정당 색은 특정 당의 소유물이 아니다.""",True,장지훈,2082,출처: 2020년 2월 13일 장지훈 국민당 창당준비위원회 부대변인의 논평
1,"""중국에 마스크 보내느라 정작 우리는 의료현장에도 마스크가 부족하다”",False,안철수,2076,출처: 안철수 전 의원의 페이스북 발언 URL
1,"""메르스 때 황교안, '초동단계에서 한두 명 환자 생겼다고 총리 등 나설 수 없다'고 말했다""",True,박원순,2074,출처: 박원순 서울시장 페이스북 글(2020.02.10.)
1,"""세계 어느 나라도 중국인 입국 금지를 하지 않았다.""",False,이재정 대변인,2052,출처: 2020년 1월 29일 국회 브리핑
1,마늘을 커피처럼 끓여서 마시면 신종 코로나 바이러스 전염병도 완치된다?,False,안상수,2038,
1,"""(임시시설 아닌 곳에) 음압시설 갖춘 선별 진료소, 성동보건소가 유일하다면서요""",False,문재인,2049,출처: 문재인 대통령의 5일 서울 성동보건소 방문 관련 청와대 홈페이지 URL
1,정부가 마스크 공장 물량 다 가져가서 판매할 물량이 없다?,False,온라인 커뮤니티 이용자,2040,출처: 온라인 커뮤니티 이용자 및 관련 보도 다수 댓글 등
1,추미애 장관이 모교 동창회에서 제명됐다?,False,네이버 블로그 이용자,2026,출처: 네이버 블로그
1,신종 코로나로 인해 모든 군 장병 휴가 제한?,False,온라인 커뮤니티 이용자,2024,
1,울산·창원에서 확진자가 나왔는데 보도가 안되고 있다?,False,온라인 카페 및 페이스북 이용자,2023,
1,"우한 교민 전세기로 귀국, 전염 위험 늘린다?",False,온라인 이용자,2010,출처: '우한 전세기 투입' 뉴스 댓글
1,"""코로나 맥주회사가 바이러스 질문 좀 그만하라고 욕했다""",False,민경욱,2008,출처: 민경욱 자유한국당 의원 페이스북
1,“민주당 경선 전 예비 후보자 사이에 정책토론회 충분히 가능”,True,김수흥,2002,"출처: 김수흥 예비후보 ""이춘석 의원의 토론회 수용 입장 환영한다"""
1,"""지역구 '바로 세습'한 현역 의원은 한국당 정진석 의원이 유일하다""",True,김해영,2000,출처: 2020년 1월 21일 KBS 라디오 <김경래의 최강시사> 전화 인터뷰
1,"""법무부 장관이 검찰 사무의 최종 감독자라는 것은 검찰청법에 규정돼 있다""",True,문재인,1999,출처: 문재인 대통령 신년 기자회견 내용 청와대 홈페이지 URL
1,"""고등학생에게 선거권을 주는 나라는 전 세계에서 우리밖에 없다.""",False,인터넷 뉴스 댓글 이용자,1995,출처: 만18세 선거권 관련기사 댓글
1,"""국회의원 하지 말아야 할 3대쇼 1.의원직 사퇴 2. 삭발 3. 단식 왜? 사퇴한 의원 없고 머리는 자라고 굶어 죽은 사람 없어요""",True,박지원,1835,출처: 페이스북 게시물 댓글
1,"""2019년 1월 15일, 내가 입당할 때 당 지지율이 8%였다""",False,황교안,1991,출처: 자유한국당 홈페이지 보도자료
1,"""만 20세 되면 3천만원 지급 공약, 집단적 선거유도 매수죄로 공직선거법 위반""",False,민경욱,1990,출처: 페이스북
1,"“제1야당 무시한 선거법 개정, 헌정사상 처음""",False,"이영훈목사, 언론 보도",1993,출처: 여의도순복음교회 유튜브 동영상
1,"""대통령이 지명하는 공수처장 및 코드인사가 공수처 장악한다""",False,자유한국당,1992,출처: 자유한국당 보도자료
1,"""비례○○당 불허는 그때는 맞고, 지금은 틀렸다는 '내로남불' 해석이다""",False,박완수,1989,출처: 2020년 1월 14일 국회 원내대책회의
1,"""금강산 컨테이너 철거 비용이 7000억 원이다""",False,"민경욱 의원, 다수 언론, 보수 성향 유튜버",1953,출처: 민경욱 의원 페이스북
1,“검찰총장이 제 명을 거역한 것”?,False,추미애,1988,출처: 다수 언론의 문제제기
1,"""만 18세가 되면 혼인이 가능하고 국방의 의무도 진다.""",True,박주민,1986,출처: 박주민 의원 과거 보도자료
1,현역 국회의원의 국무총리 겸직은 불가능하다?,False,온라인 커뮤니티 이용자,1978,출처: 온라인 커뮤니티
1,"'패스트트랙 충돌' 기소된 황교안, 당원권 정지당한다?",False,온라인 커뮤니티 이용자,1977,출처: 클리앙
1,한국당 의원직 총사퇴 한다?,False,자유한국당,1975,출처: 자유한국당 다수 의원
1,"""'민식이법'은 스쿨존에서 난 사고를 무조건 가중처벌하는 악법이다""",False,인터넷 커뮤니티 이용자,1945,출처: 인터넷 커뮤니티 '보배드림'
1,문희상 국회의장의 선거법 상정 순서 변경은 '직권 남용'이다?,False,자유한국당,1972,출처: 자유한국당 주장
1,"“(수정안 24조 2항은) 사개특위, 법사위에서 공식적으로 논의조차 되지 않았던 사항이 4+1 협의 과정에서 갑자기 포함된 것”",True,대검찰청,1971,
1,"""주택보유자 증가 둔화는 다주택자가 늘었기 때문""?",False,박광온,1969,출처: 더불어민주당 최고위원회 발언
1,국회 경계 100m 이내 시위 된다,False,온라인 커뮤니티,1965,
1,"""중요한 선거제도가 바뀔 때 합의로 된 적이 없다""",True,문희상,1962,출처: 문희상 국회의장 발언 관련한 세계일보 기사 URL
1,"""소득주도성장 정책의 성과가 분명하게 나타나고 있다""?",False,문재인,1959,출처: 청와대 브리핑
1,"""근로시간 단축을 지키지 않는다고 처벌하는 나라는 세계적으로 없다""",False,황교안,1951,출처: 언론 보도
1,"""예산안을 예산부수법안보다 먼저 처리한 건 불법 아니며 2010년에도 경험이 있다""",True,정춘숙,1956,출처: 한국당 ‘예산안 날치기’ 주장에 민주당 “시간 끌어놓고 딴소리”
1,"""199개 안건에 대한 한국당 필리버스터, 최소한 199일이 소요된 다음에야 종료될 수 있다""",True,이인영,1952,출처: 이인영 민주당 원내대표 기자간담회(12월 1일)
1,"""한국당 총사퇴하면 국회 해산되고 조기총선으로 이어진다""",False,유튜브 이용자,1949,출처: 보수유튜버 '신의한수' 영상 댓글
1,‘청소년 에이즈 감염 원인은 동성애?’,False,이동섭,1944,출처: 국회 운영위원회 전체회의 발언 (이동섭 바른미래당 의원)
1,"""본회의 통과 당시 사보임 금지 법안  '동일 회기' 표기는 국회 사무처 실수""",False,나경원,1942,출처: 11월 26일 자유한국당 원내대책회의
1,“북한의 해안포 사격훈련은 ‘9·19 군사합의'를 위반한 것”,True,국방부,1938,출처: 국방부 11월 25일 월요일 일일 브리핑
1,"""진술 거부는 정당한 사법작용을 무시하는 것이다""",False,손학규,1935,출처: 2019년 11월 15일 국회 최고위원회의서 발언
1,"""철도노조 파업 군 투입은 법적 근거 없다""",True,이정미,1934,"출처: 이정미 의원 11월 12일 보도자료 내용, 11월 13일 국회 정론관 기자회견 발언"
1,"""철도노조 요구대로 하면 주 31시간 근무로 줄어든다""",False,김경욱,1929,출처: 다수 언론 보도
1,"""공수처는 2002년 대선 때 이회창 노무현 후보가 함께 공약했던 사항이다""",False,문재인,1927,출처: 문재인 대통령 '국민이 묻는다. 2019 국민과의 대화' 관련 MBC가 유튜브에 올린 영상 전체 버전
1,"“패스트트랙 저지는 정당한 저항권이다""",False,나경원,1924,출처: 자유한국당 긴급 의원총회
1,“이자스민 전 의원은 필리핀에 다 퍼준다”,False,온라인 뉴스 댓글 이용자,1925,출처: 온라인 뉴스 댓글
1,"자사고와 특목고 폐지, 위헌?",False,나경원,1922,
1,한국당 마음대로 의원 총사퇴할 수 있다?,False,자유한국당,1918,출처: 자유한국당 다수 의원 발언
1,"""귀순 의사를 밝힌 북한 주민은 우리 국민이 된다""",True,나경원,1916,출처: 11월 12일 자유한국당 정책의원총회
1,"""'성노예'라는 표현은 사실(事實)에 반(反)하므로 사용해서는 안 된다""",False,일본 외무성,1913,
1,지역구 의석 늘리면 대표성 강화된다?,False,나경원,1914,출처: 10월 31일 자유한국당 최고위원회의
1,"""김재원 택시비 10만원 지불은 공직선거법 위반?""",False,인터넷 커뮤니티 이용자,1911,출처: 딴지일보 자유게시판
1,"""연동형 비례대표제는 위헌이다""",False,나경원,1909,출처: 2019년 3월 25일 국회 기자간담회
1,"""비례대표제 폐지는 위헌이다""",True,이인영,1908,출처: 2019년 11월 4일 국회 최고위원회
1,"""문희상 국회의장과 김관영 의원 불법 사보임 했다""",False,여상규,1901,출처: 국회 법제사법위원회의 대검찰청에 대한 국정감사에서 발언
1,"유튜브 노란딱지, 보수 유튜버만 골라 억압한다?",False,나경원,1895,"출처: 유튜브 노란딱지, 무엇이 문제인가"
1,이해찬 사퇴하면 총선 포기?,False,이해찬,1899,출처: 더불어민주당 이해찬 대표 기자간담회
1,"서울시 청년수당, 정책 효과 입증 됐다?",False,서울특별시,1894,
1,"""19대 대선은 부정선거였다""",False,조원진,1891,출처: 2019년 10월 24일 행안위 종합국감 영상
1,"“힘없는 국민은 40%가 기소됐지만, 법을 집행하는 검사들은 단 0.1%만 기소됐다”",False,이인영,1892,출처: 중앙일보 등 다수 언론의 보도
1,조국 전 법무부 장관의 정경심 교수 접견은 불법이다,False,온라인 뉴스 댓글 이용자,1890,출처: 온라인 뉴스
1,"""공수처 설립은 여러 면에서 위헌이다""",False,주호영,1886,출처: 10월 23일 자유한국당 원내대표-중진의원 회의
1,"""야당이 반대하면 공수처장 추천이 불가능하다""",True,이인영,1887,출처: 10월 18일 더불어민주당 최고위원회의
1,"이해찬 대표, 과거에 공수처 설치 반대했다",False,나경원,1885,출처: 10월 23일 자유한국당 원내대표-중진의원 회의
1,"공수처 같은 기관은 전 세계에 중국, 북한에만 있다?",False,홍준표,1884,출처: 홍준표 전 한국당 대표 페이스북
1,"공수처 수사 대상에서 대통령, 국회의원이 빠져 무용지물 법이 됐다?",False,인터넷 뉴스 댓글 이용자,1883,출처: 공수처 관련 기사 댓글
1,대통령이 공수처장·검사를 마음대로 임명할 수 있다?,False,인터넷 뉴스 댓글 이용자,1882,출처: 공수처 관련 기사 댓글
1,"""한국당이 여당일 때도 공수처는 반대했다.""",False,김도읍,1873,출처: 언론 보도
1,"정경심 얼굴 모자이크 처리, 특혜다?",False,인터넷 뉴스 댓글 이용자,1881,출처: 연합뉴스 기사 댓글
1,공수처가 중국 감찰위원회를 그대로 베꼈다?,False,네이버 카페 이용자,1880,출처: 네이버 카페
1,"일본 마스카라에서 방사능 검출, 근거 있다?",False,심기준,1876,
1,"조국 전 장관, 35일 근무하고 장관연금 수령한다?",False,온라인 커뮤니티 이용자,1874,
1,"""서초동(광화문) 집회에 200만(300만)명 참가했다""",False,집회주최측,1872,출처: MBC 보도
1,"""영장 논란 판사, 국감 증인으로 출석해야 한다""",False,김도읍,1871,
1,"""생중계, 관중, 취재진 없이 경기 운영한 북한을 월드컵에서 제외하자""",False,온라인 이용자,1870,출처: 온라인 커뮤니티 이용자 및 관련 보도 다수 댓글 등
1,"""지난 3년간 영장 심사 불출석 100% 영장 발부""",False,변희재,1869,출처: '변희재의 진실투쟁' 카페 등
1,"""보훈처가 남북관계, 대통령 눈치를 보느라 북한이 저지른 도발을 왜곡한다""",False,하태경,1866,출처: 하태경 의원 페이스북
1,"""여론조사는 실제 조사량을 목표 할당량에 맞추는 보정작업을 거친다.""",True,박완수,1865,출처: 박완수 자유한국당 의원의 국정감사 자료
1,우리나라 정부 지출은 매년 '슈퍼 예산'?,False,언론 보도,1862,
1,“특정 세력이 매크로(기계적 개입)를 사용했거나 네이버가 실검 순위를 직접 수정했다.”,False,김성태 (비례대표),1861,출처: 과기정통부 국감에서 김성태 의원 발언
1,"피의사실공표죄, 한국에만 있다?",False,인터넷 뉴스 댓글 이용자,1857,출처: 피의사실공표죄 관련 기사 댓글
1,9월 28일 서초동 촛불집회에 200만 명이 모였다.,False,더불어민주당,1850,출처: 더불어민주당 브리핑
1,"""기자들의 17개 질문 중 문 대통령이 답한 것은 하나도 없고, 트럼프 대통령의 원맨쇼만 또다시 펼쳐졌습니다.""",False,심재철,1851,출처: 2019.09.25 자유한국당 연석회의
1,"문재인 대통령의 의전차량이 외국 국가원수용, 의전용 VIP 리무진이 아니라 미국에서 중요 범죄자나 중요 증인들을 호송할 때 쓰는 ...",False,유튜버 및 온라인 커뮤니티 이용자,1852,
1,"""많은 사례를 보면 임원에 여성이 함께하는 경우 영업실적이 더 좋아진다는 결과가 나와 있습니다""",True,이낙연,1849,출처: 제41회 국무회의(19.08.24)
1,"""조국 법무부장관 수사에 검사 250명이 투입됐다""",False,온라인 커뮤니티 이용자,1844,출처: 온라인 커뮤니티
1,"“조국 퇴진 시국선언 교수, 최순실 국정농단 때보다 많다”",False,언론 보도,1846,출처: 조선일보
1,북한이 발표한 ‘5대 매국노’를 친북단체인 대학생진보연합이 8일이나 앞서 발표했다.,False,언론 보도,1843,출처: 펜앤드마이크 <'대학생진보연합'과 北은 무슨 관계?--北 관영매체와 동일한 '5대 매국노' 명단 8일 전 발표>기사
1,"""욱일기가 정치적 의미에서 결코 선전(물)이 되지 않는다고 생각한다""",False,하시모토 세이코 일본 올림픽상,1833,출처: 9월 12일 신임 장관 취임식
1,"""서울대생 79%가 장학금을 수령한다""",False,송기헌,1829,출처: 9월 6일 법무부 장관 후보자 청문회
1,"""조국 후보자 딸 한영외고 시절 영어 내신 등급이 낮으니,  영어실력이 좋지 않은 것""",False,주광덕,1825,출처: 2019년 9월 3일 국회 자유한국당 기자간담회 중 주광덕 한국당 의원 발언
1,"""문재인 정권은 광주일고(광주제일고) 정권이라는 이야기도 있다""",False,나경원,1826,출처: 8월 30일 '살리자 대한민국! 문 정권 규탄 부산·울산·경남 집회' 발언
1,"""조국 후보자의 보도는 무려 118만건에 달해""... 최순실 보도의 10배?",False,이철희,1822,
1,"""서울대 대학원생의 89.5%가 장학금을 받고 있다.""",False,송기헌,1823,출처: 9월 6일 법무부 장관 후보자 청문회
1,"조국 기자간담회, 민주당 출입기자만 참여했다.",False,유튜버 및 온라인 커뮤니티 이용자,1819,출처: 유튜브 채널 <조국 TV>
1,"""자유우파정당은 20번의 총선에서 분열 때문에 3번을 졌다.""",False,황교안,1818,출처: 유튜브 동영상 <[Live] 살리자! 대한민국! 문정권 규탄 광화문 집회 (2019.08.24) >
1,“사모펀드 자체를 몰랐다.”,False,조국,1817,
1,"""국민 청문회(기자 간담회)는 불법 청문회다""",False,오신환,1813,출처: 9월 2일 오후 / 바른미래당 의원총회 / 오신환 원내대표 발언
1,"""이명박 정부 시절 '학부모 인턴십' 권장했다""",True,조국,1816,출처: 9월 2일 국회 기자간담회
1,“딸 장학금 반납 안돼”,False,조국,1809,"출처: 조국 ""서울대 동창회 장학금 신청·연락안해…딸 반납 시도"""
1,"""'광주일고 정권' 단어, 일베에만 있다""",False,김성회,1805,출처: 본인 SNS
1,“문재인 정부 부울경 차별... 광주일고 정권”,False,나경원,1804,출처: 자유한국당 홈페이지
1,"""북한이 '남한 진보는 추악, 조국은 형편없는 놈'이라고 논평 냈다""",False,김정봉,1806,"출처: 북한, ""남조선 진보세력은 미제 승냥이보다 추악"" (보도 이후 삭제)"
1,"(조국 법무부장관 후보자 압수수색과 관련해) ""언론은 취재시키면서 관계기관과는 전혀 협의를 하지 않는 전례 없는 행위가 벌어졌다""",False,이해찬,1802,출처: 8월 28일 더불어민주당 현장최고위원회의
1,"""北 우라늄 폐기물 방류탓에 영종도 방사능 수치 급증""",False,인터넷 커뮤니티 이용자,1786,
1,‘조국 사퇴하세요’는 대구와 부산 사무실에서 트래픽 공격으로 만든 실검 조작이다,False,인터넷 커뮤니티 이용자,1800,출처: 인터넷 커뮤니티와 SNS 등 온라인 매체
1,"""日 찾은 한국인 관광객 7.6% ↓""... 불매운동 효과 없었다?",False,온라인 커뮤니티 이용자,1793,출처: 커뮤니티
1,“9월 3일에 열리는 조국 법무장관 후보자 인사청문회는 불법”?,True,SNS 이용자,1795,출처: 더불어민주당 SNS에 달린 댓글
1,"""일본 적산 되돌려줘야 한다""",False,보수 유튜버,1792,출처: 보수 유튜버 주장
